geo_borough,building_type,owner_class,class_parcels,class_units,parcels,units,parcel_share,unit_share
Hialeah Gardens,sfr_1_4,trust,14,14,2592,2607,0.005401234567901234,0.005370157268891446
Pinecrest,condo_unit,llc,126,126,759,759,0.16600790513833993,0.16600790513833993
Opa-locka,condo_unit,lender_reo,1,1,261,261,0.0038314176245210726,0.0038314176245210726
Sweetwater,small_mf,corp,5,60,29,277,0.1724137931034483,0.21660649819494585
North Miami Beach,small_mf,llc,53,490,89,812,0.5955056179775281,0.603448275862069
Surfside,sfr_1_4,trust,5,5,1105,1131,0.004524886877828055,0.004420866489832007
Biscayne Park,sfr_1_4,estate,3,3,1043,1249,0.0028763183125599234,0.0024019215372297837
Homestead,small_mf,unknown,1,5,112,1067,0.008928571428571428,0.004686035613870665
Unincorporated County,coop_building,coop_corp,647,647,660,660,0.9803030303030303,0.9803030303030303
Unincorporated County,coop_building,trust,2,2,660,660,0.0030303030303030303,0.0030303030303030303
Sunny Isles Beach,condo_unit,lender_reo,7,7,18631,18631,0.00037571788953894047,0.00037571788953894047
Surfside,sfr_1_4,lender_reo,2,2,1105,1131,0.0018099547511312218,0.0017683465959328027
Miami Beach,condo_unit,lender_reo,16,16,43184,43184,0.0003705075954057058,0.0003705075954057058
Miami Springs,sfr_1_4,estate,10,11,3485,3701,0.0028694404591104736,0.0029721696838692245
Miami,large_mf,llc,384,34443,609,54179,0.6305418719211823,0.6357260193063733
Sweetwater,large_mf,individual,5,607,17,3128,0.29411764705882354,0.1940537084398977
Surfside,sfr_1_4,partnership,1,1,1105,1131,0.0009049773755656109,0.0008841732979664014
Sweetwater,large_mf,corp,2,144,17,3128,0.11764705882352941,0.04603580562659847
Bay Harbor Islands,sfr_1_4,llc,50,78,312,345,0.16025641025641027,0.22608695652173913
North Bay Village,condo_unit,corp,136,136,3031,3031,0.04486967997360607,0.04486967997360607
Aventura,sfr_1_4,llc,107,120,892,905,0.11995515695067265,0.13259668508287292
Coral Gables,large_mf,corp,9,347,37,2520,0.24324324324324326,0.1376984126984127
Florida City,large_mf,individual,3,189,22,2027,0.13636363636363635,0.09324124321657622
Virginia Gardens,sfr_1_4,estate,4,4,513,589,0.007797270955165692,0.006791171477079796
Hialeah Gardens,sfr_1_4,unknown,139,140,2592,2607,0.053626543209876545,0.05370157268891446
Bay Harbor Islands,small_mf,llc,21,209,31,325,0.6774193548387096,0.6430769230769231
South Miami,sfr_1_4,llc,206,227,2907,2994,0.07086343309253526,0.0758183032732131
Key Biscayne,condo_unit,llc,1285,1285,5619,5619,0.22868837871507386,0.22868837871507386
Golden Beach,sfr_1_4,llc,50,51,345,349,0.14492753623188406,0.14613180515759314
Miami,small_mf,corp,460,3956,2417,20369,0.19031857674803476,0.1942167018508518
Palmetto Bay,condo_unit,unknown,13,13,668,668,0.019461077844311378,0.019461077844311378
Opa-locka,small_mf,partnership,10,124,54,499,0.18518518518518517,0.24849699398797595
North Miami Beach,large_mf,llc,26,1807,39,2453,0.6666666666666666,0.7366490012229923
North Miami,condo_unit,unknown,108,108,5265,5265,0.020512820512820513,0.020512820512820513
Miami Beach,condo_unit,llc,10828,10828,43184,43184,0.25074101519081143,0.25074101519081143
Miami Lakes,condo_unit,individual,1455,1455,1748,1748,0.8323798627002288,0.8323798627002288
Key Biscayne,condo_unit,corp,831,831,5619,5619,0.14789108382274427,0.14789108382274427
North Bay Village,condo_unit,estate,5,5,3031,3031,0.001649620587264929,0.001649620587264929
Miami,coop_building,coop_corp,545,545,565,565,0.9646017699115044,0.9646017699115044
Miami Shores,sfr_1_4,unknown,132,137,3184,3277,0.0414572864321608,0.041806530363137015
Hialeah Gardens,condo_unit,partnership,2,2,3064,3064,0.0006527415143603133,0.0006527415143603133
Miami,condo_unit,unknown,1185,1185,69788,69788,0.016979996561013355,0.016979996561013355
Miami Springs,condo_unit,estate,2,2,334,334,0.005988023952095809,0.005988023952095809
South Miami,condo_unit,trust,2,2,728,728,0.0027472527472527475,0.0027472527472527475
Hialeah,condo_unit,corp,873,873,21559,21559,0.0404935293844798,0.0404935293844798
Cutler Bay,sfr_1_4,partnership,130,131,12438,12570,0.010451841132014793,0.010421638822593476
Miami,large_mf,partnership,16,3659,609,54179,0.026272577996715927,0.06753539194152716
Sunny Isles Beach,condo_unit,individual,11645,11645,18631,18631,0.6250335462401374,0.6250335462401374
Homestead,condo_unit,estate,5,5,4615,4615,0.0010834236186348862,0.0010834236186348862
North Miami Beach,large_mf,partnership,1,68,39,2453,0.02564102564102564,0.027721157766000815
Miami,condo_unit,individual,41439,41439,69788,69788,0.5937840316386771,0.5937840316386771
Bal Harbour,sfr_1_4,corp,4,4,172,179,0.023255813953488372,0.0223463687150838
Doral,large_mf,individual,2,286,31,8769,0.06451612903225806,0.03261489337438705
Miami,coop_building,estate,19,19,565,565,0.033628318584070796,0.033628318584070796
Sweetwater,large_mf,unknown,1,76,17,3128,0.058823529411764705,0.024296675191815855
South Miami,condo_unit,individual,451,451,728,728,0.6195054945054945,0.6195054945054945
Miami Springs,small_mf,corp,11,100,40,361,0.275,0.2770083102493075
South Miami,condo_unit,lender_reo,2,2,728,728,0.0027472527472527475,0.0027472527472527475
North Miami Beach,condo_unit,llc,1563,1563,5678,5678,0.27527298344487494,0.27527298344487494
El Portal,sfr_1_4,trust,3,3,736,788,0.004076086956521739,0.0038071065989847717
Miami Springs,large_mf,corp,8,317,22,840,0.36363636363636365,0.3773809523809524
Opa-locka,condo_unit,individual,161,161,261,261,0.6168582375478927,0.6168582375478927
Coral Gables,large_mf,llc,25,2096,37,2520,0.6756756756756757,0.8317460317460318
Aventura,sfr_1_4,estate,1,1,892,905,0.0011210762331838565,0.0011049723756906078
Opa-locka,sfr_1_4,corp,77,124,2632,3072,0.02925531914893617,0.040364583333333336
Miami,small_mf,trust,21,177,2417,20369,0.008688456764584195,0.008689675487260053
Bay Harbor Islands,sfr_1_4,individual,236,241,312,345,0.7564102564102564,0.6985507246376812
Doral,condo_unit,llc,3363,3363,11494,11494,0.29258743692361233,0.29258743692361233
South Miami,sfr_1_4,corp,14,16,2907,2994,0.004815961472308222,0.005344021376085505
Miami Lakes,sfr_1_4,lender_reo,3,3,7475,7497,0.0004013377926421405,0.00040016006402561027
Miami Shores,condo_unit,trust,5,5,488,488,0.010245901639344262,0.010245901639344262
Unincorporated County,small_mf,unknown,5,37,210,1916,0.023809523809523808,0.019311064718162838
Doral,sfr_1_4,partnership,43,43,12082,12209,0.0035590134083760966,0.003521991973134573
North Miami Beach,condo_unit,individual,3670,3670,5678,5678,0.6463543501232828,0.6463543501232828
West Miami,sfr_1_4,unknown,81,87,1486,1591,0.05450874831763122,0.054682589566310495
Coral Gables,condo_unit,llc,861,861,5289,5289,0.16279069767441862,0.16279069767441862
Miami,large_mf,corp,167,12940,609,54179,0.2742200328407225,0.23883792613374186
Miami Gardens,sfr_1_4,partnership,174,175,26357,26682,0.006601661797624919,0.006558728730979686
Virginia Gardens,small_mf,llc,1,12,5,73,0.2,0.1643835616438356
Surfside,condo_unit,trust,11,11,2072,2072,0.005308880308880309,0.005308880308880309
Bal Harbour,condo_unit,llc,801,801,3011,3011,0.26602457655264033,0.26602457655264033
Hialeah,sfr_1_4,corp,494,808,31710,34986,0.015578681803847368,0.023094952266620936
Miami,small_mf,partnership,7,55,2417,20369,0.0028961522548613984,0.002700181648583632
Miami,sfr_1_4,corp,1411,2518,48140,66110,0.029310344827586206,0.03808803509302677
South Miami,large_mf,trust,1,43,21,1244,0.047619047619047616,0.03456591639871383
Biscayne Park,sfr_1_4,trust,3,4,1043,1249,0.0028763183125599234,0.0032025620496397116
Aventura,sfr_1_4,corp,25,25,892,905,0.028026905829596414,0.027624309392265192
North Bay Village,small_mf,individual,1,10,7,70,0.14285714285714285,0.14285714285714285
Miami Lakes,sfr_1_4,trust,18,18,7475,7497,0.0024080267558528427,0.0024009603841536613
Sunny Isles Beach,condo_unit,unknown,334,334,18631,18631,0.017927110729429447,0.017927110729429447
Miami Springs,condo_unit,trust,1,1,334,334,0.0029940119760479044,0.0029940119760479044
Bay Harbor Islands,sfr_1_4,unknown,14,14,312,345,0.04487179487179487,0.04057971014492753
Key Biscayne,sfr_1_4,corp,77,78,1295,1315,0.05945945945945946,0.05931558935361217
Aventura,condo_unit,unknown,519,519,23019,23019,0.022546591945783918,0.022546591945783918
Bay Harbor Islands,condo_unit,llc,579,579,2289,2289,0.2529488859764089,0.2529488859764089
Bay Harbor Islands,sfr_1_4,corp,6,6,312,345,0.019230769230769232,0.017391304347826087
Florida City,sfr_1_4,llc,698,833,4103,4372,0.1701194248111138,0.1905306495882891
North Miami Beach,condo_unit,estate,14,14,5678,5678,0.0024656569214512153,0.0024656569214512153
El Portal,sfr_1_4,corp,5,5,736,788,0.006793478260869565,0.006345177664974619
Biscayne Park,small_mf,llc,3,29,3,29,1.0,1.0
Miami Gardens,large_mf,llc,21,3609,46,6910,0.45652173913043476,0.5222865412445731
Palmetto Bay,condo_unit,trust,1,1,668,668,0.0014970059880239522,0.0014970059880239522
Hialeah,small_mf,corp,168,1622,576,5209,0.2916666666666667,0.31138414282971777
Miami Beach,sfr_1_4,llc,1028,1639,5722,7149,0.17965746242572528,0.229262833962792
Opa-locka,large_mf,corp,12,782,32,2248,0.375,0.34786476868327404
Sunny Isles Beach,condo_unit,partnership,59,59,18631,18631,0.0031667650689710695,0.0031667650689710695
West Miami,sfr_1_4,partnership,1,1,1486,1591,0.0006729475100942127,0.0006285355122564425
North Miami,large_mf,individual,2,998,82,6662,0.024390243902439025,0.14980486340438307
Miami Lakes,sfr_1_4,estate,17,17,7475,7497,0.002274247491638796,0.0022675736961451248
Hialeah,coop_building,estate,3,3,112,112,0.026785714285714284,0.026785714285714284
Virginia Gardens,condo_unit,individual,60,60,93,93,0.6451612903225806,0.6451612903225806
Miami Beach,sfr_1_4,corp,142,272,5722,7149,0.02481649772806711,0.0380472793397678
Surfside,large_mf,llc,1,31,2,51,0.5,0.6078431372549019
Sweetwater,small_mf,llc,14,127,29,277,0.4827586206896552,0.4584837545126354
Key Biscayne,sfr_1_4,unknown,83,84,1295,1315,0.06409266409266409,0.06387832699619772
Florida City,sfr_1_4,trust,5,6,4103,4372,0.0012186205215695832,0.0013723696248856359
Hialeah,small_mf,estate,1,14,576,5209,0.001736111111111111,0.0026876559800345554
Bal Harbour,sfr_1_4,unknown,7,7,172,179,0.040697674418604654,0.03910614525139665
Miami Gardens,condo_unit,trust,9,9,2592,2592,0.003472222222222222,0.003472222222222222
Miami Springs,small_mf,unknown,2,18,40,361,0.05,0.04986149584487535
Doral,large_mf,llc,20,5842,31,8769,0.6451612903225806,0.6662105143117801
Hialeah,sfr_1_4,unknown,1191,1282,31710,34986,0.03755912961210974,0.03664322872005945
Bal Harbour,condo_unit,individual,1716,1716,3011,3011,0.5699103287944205,0.5699103287944205
Sweetwater,condo_unit,individual,1149,1149,1558,1558,0.7374839537869063,0.7374839537869063
Aventura,sfr_1_4,partnership,2,2,892,905,0.002242152466367713,0.0022099447513812156
Opa-locka,sfr_1_4,trust,7,7,2632,3072,0.0026595744680851063,0.0022786458333333335
Palmetto Bay,condo_unit,individual,494,494,668,668,0.7395209580838323,0.7395209580838323
Coral Gables,condo_unit,trust,42,42,5289,5289,0.007941009642654566,0.007941009642654566
Doral,sfr_1_4,estate,6,6,12082,12209,0.0004966065220989903,0.0004914407404373823
Coral Gables,sfr_1_4,lender_reo,7,7,11245,12169,0.0006224988883948421,0.0005752321472594297
Bal Harbour,coop_building,estate,1,1,188,188,0.005319148936170213,0.005319148936170213
Miami Beach,sfr_1_4,individual,4305,4949,5722,7149,0.7523593149248514,0.6922646523989369
Hialeah,sfr_1_4,individual,27896,29896,31710,34986,0.8797224850204982,0.8545132338649746
Miami Shores,coop_building,coop_corp,16,16,16,16,1.0,1.0
Homestead,condo_unit,trust,9,9,4615,4615,0.0019501625135427952,0.0019501625135427952
Opa-locka,sfr_1_4,individual,1986,2215,2632,3072,0.7545592705167173,0.7210286458333334
Unincorporated County,condo_unit,partnership,78,78,84322,84322,0.0009250254974976875,0.0009250254974976875
Sweetwater,condo_unit,partnership,1,1,1558,1558,0.0006418485237483953,0.0006418485237483953
South Miami,small_mf,corp,1,18,14,183,0.07142857142857142,0.09836065573770492
Key Biscayne,sfr_1_4,partnership,2,2,1295,1315,0.0015444015444015444,0.001520912547528517
Miami Springs,condo_unit,individual,229,229,334,334,0.6856287425149701,0.6856287425149701
North Miami,small_mf,trust,1,6,150,1506,0.006666666666666667,0.00398406374501992
Hialeah Gardens,condo_unit,unknown,155,155,3064,3064,0.050587467362924285,0.050587467362924285
Bal Harbour,condo_unit,partnership,46,46,3011,3011,0.015277316506144138,0.015277316506144138
Key Biscayne,sfr_1_4,lender_reo,1,1,1295,1315,0.0007722007722007722,0.0007604562737642585
South Miami,condo_unit,corp,29,29,728,728,0.03983516483516483,0.03983516483516483
Miami Lakes,large_mf,llc,10,1660,16,2810,0.625,0.5907473309608541
Hialeah,condo_unit,individual,15577,15577,21559,21559,0.7225288742520525,0.7225288742520525
Coral Gables,condo_unit,unknown,119,119,5289,5289,0.022499527320854605,0.022499527320854605
Opa-locka,small_mf,llc,27,262,54,499,0.5,0.5250501002004008
Bal Harbour,condo_unit,unknown,55,55,3011,3011,0.018266356692128862,0.018266356692128862
Miami Lakes,large_mf,individual,5,1042,16,2810,0.3125,0.3708185053380783
Coral Gables,condo_unit,partnership,14,14,5289,5289,0.0026470032142181885,0.0026470032142181885
Hialeah,condo_unit,trust,95,95,21559,21559,0.004406512361426782,0.004406512361426782
Miami Beach,large_mf,individual,12,373,152,7179,0.07894736842105263,0.05195709708873102
Aventura,condo_unit,llc,4021,4021,23019,23019,0.17468178461271125,0.17468178461271125
Homestead,sfr_1_4,lender_reo,9,9,16905,17770,0.0005323868677905945,0.0005064715813168261
Surfside,small_mf,corp,8,73,15,127,0.5333333333333333,0.5748031496062992
Unincorporated County,large_mf,llc,240,37409,434,63166,0.5529953917050692,0.5922331634106957
Unincorporated County,sfr_1_4,individual,220527,227018,251643,261828,0.8763486367592184,0.8670501245092198
Aventura,condo_unit,trust,138,138,23019,23019,0.005995047569399192,0.005995047569399192
Florida City,small_mf,llc,19,165,23,203,0.8260869565217391,0.812807881773399
Bay Harbor Islands,large_mf,corp,3,63,9,200,0.3333333333333333,0.315
Unincorporated County,condo_unit,corp,3136,3136,84322,84322,0.03719076871990702,0.03719076871990702
North Bay Village,condo_unit,unknown,37,37,3031,3031,0.012207192345760474,0.012207192345760474
Miami Gardens,sfr_1_4,corp,340,359,26357,26682,0.012899798914899268,0.013454763510981186
North Miami,small_mf,individual,10,66,150,1506,0.06666666666666667,0.043824701195219126
Sunny Isles Beach,large_mf,unknown,2,592,8,2157,0.25,0.27445526193787667
Bal Harbour,condo_unit,corp,364,364,3011,3011,0.12089006974427101,0.12089006974427101
Hialeah,large_mf,unknown,2,54,226,14358,0.008849557522123894,0.0037609694943585457
Coral Gables,condo_unit,corp,227,227,5289,5289,0.04291926640196635,0.04291926640196635
Doral,sfr_1_4,unknown,400,401,12082,12209,0.03310710147326602,0.032844622819231714
Miami Gardens,sfr_1_4,lender_reo,15,15,26357,26682,0.0005691087756573206,0.0005621767483696875
Surfside,sfr_1_4,corp,26,32,1105,1131,0.023529411764705882,0.028293545534924844
Surfside,condo_unit,estate,1,1,2072,2072,0.00048262548262548264,0.00048262548262548264
Miami Shores,sfr_1_4,llc,192,213,3184,3277,0.06030150753768844,0.06499847421422032
Unincorporated County,sfr_1_4,partnership,1482,1504,251643,261828,0.0058892955496477155,0.0057442290358556
Doral,sfr_1_4,lender_reo,1,1,12082,12209,0.00008276775368316503,0.00008190679007289704
Miami Beach,condo_unit,unknown,936,936,43184,43184,0.02167469433123379,0.02167469433123379
Homestead,sfr_1_4,estate,46,48,16905,17770,0.0027210884353741495,0.0027011817670230726
El Portal,small_mf,llc,3,28,4,40,0.75,0.7
Sweetwater,sfr_1_4,llc,152,287,1629,2194,0.09330877839165132,0.13081130355515042
Bal Harbour,condo_unit,trust,26,26,3011,3011,0.008635004981733644,0.008635004981733644
South Miami,sfr_1_4,lender_reo,3,3,2907,2994,0.0010319917440660474,0.001002004008016032
Coral Gables,sfr_1_4,trust,90,99,11245,12169,0.008003557136505114,0.008135426082669078
Sunny Isles Beach,large_mf,llc,5,1341,8,2157,0.625,0.6216968011126565
Miami Springs,sfr_1_4,unknown,193,203,3485,3701,0.05538020086083214,0.0548500405295866
North Miami,small_mf,llc,108,1117,150,1506,0.72,0.7416998671978752
Palmetto Bay,small_mf,llc,8,73,9,79,0.8888888888888888,0.9240506329113924
Hialeah Gardens,condo_unit,llc,340,340,3064,3064,0.11096605744125326,0.11096605744125326
Unincorporated County,sfr_1_4,coop_corp,1,1,251643,261828,3.973883636739349e-6,3.81930122064867e-6
Florida City,sfr_1_4,estate,23,24,4103,4372,0.005605654399220083,0.0054894784995425435
Florida City,condo_unit,individual,53,53,58,58,0.9137931034482759,0.9137931034482759
Florida City,sfr_1_4,lender_reo,1,1,4103,4372,0.00024372410431391665,0.00022872827081427266
North Bay Village,large_mf,unknown,2,44,11,871,0.18181818181818182,0.0505166475315729
North Bay Village,condo_unit,trust,4,4,3031,3031,0.0013196964698119432,0.0013196964698119432
Hialeah,coop_building,coop_corp,109,109,112,112,0.9732142857142857,0.9732142857142857
West Miami,large_mf,llc,7,1297,12,1493,0.5833333333333334,0.8687206965840589
Unincorporated County,sfr_1_4,llc,13340,16062,251643,261828,0.05301160771410292,0.06134561620605894
Miami Gardens,large_mf,individual,2,117,46,6910,0.043478260869565216,0.016931982633863966
Miami Gardens,condo_unit,unknown,47,47,2592,2592,0.018132716049382717,0.018132716049382717
Miami Lakes,large_mf,corp,1,108,16,2810,0.0625,0.038434163701067614
Hialeah,sfr_1_4,estate,208,215,31710,34986,0.0065594449700409965,0.006145315268964729
Cutler Bay,condo_unit,unknown,61,61,1866,1866,0.03269024651661308,0.03269024651661308
Sweetwater,sfr_1_4,unknown,87,119,1629,2194,0.053406998158379376,0.05423883318140383
West Miami,small_mf,llc,4,39,5,51,0.8,0.7647058823529411
Palmetto Bay,sfr_1_4,partnership,18,18,7247,7369,0.0024837863943700843,0.0024426652191613515
Hialeah,large_mf,llc,124,8074,226,14358,0.5486725663716814,0.5623345869898314
Key Biscayne,condo_unit,unknown,179,179,5619,5619,0.03185620217120484,0.03185620217120484
Golden Beach,sfr_1_4,partnership,1,1,345,349,0.002898550724637681,0.0028653295128939827
Doral,condo_unit,corp,766,766,11494,11494,0.06664346615625544,0.06664346615625544
Palmetto Bay,sfr_1_4,individual,6444,6528,7247,7369,0.8891955291844902,0.8858732528158502
North Miami,sfr_1_4,lender_reo,2,2,9186,9910,0.00021772262138036142,0.00020181634712411706
Homestead,small_mf,trust,4,50,112,1067,0.03571428571428571,0.046860356138706656
Florida City,condo_unit,llc,3,3,58,58,0.05172413793103448,0.05172413793103448
West Miami,sfr_1_4,corp,13,16,1486,1591,0.008748317631224764,0.01005656819610308
Miami Lakes,sfr_1_4,corp,65,66,7475,7497,0.008695652173913044,0.008803521408563426
Hialeah,small_mf,trust,8,71,576,5209,0.013888888888888888,0.013630255327318104
El Portal,sfr_1_4,partnership,1,1,736,788,0.001358695652173913,0.0012690355329949238
North Miami,large_mf,unknown,6,254,82,6662,0.07317073170731707,0.038126688682077456
Hialeah,condo_unit,estate,116,116,21559,21559,0.005380583515005334,0.005380583515005334
Miami Lakes,condo_unit,trust,16,16,1748,1748,0.009153318077803204,0.009153318077803204
Miami,condo_unit,corp,5118,5118,69788,69788,0.07333639021035135,0.07333639021035135
Pinecrest,condo_unit,estate,2,2,759,759,0.002635046113306983,0.002635046113306983
Coral Gables,sfr_1_4,partnership,14,16,11245,12169,0.0012449977767896843,0.0013148163365929821
North Miami,coop_building,estate,2,2,141,141,0.014184397163120567,0.014184397163120567
Miami Gardens,sfr_1_4,trust,49,52,26357,26682,0.0018590886671472474,0.0019488793943482497
North Miami,sfr_1_4,llc,706,872,9186,9910,0.07685608534726758,0.08799192734611504
Unincorporated County,sfr_1_4,trust,577,644,251643,261828,0.0022929308583986042,0.0024596299860977435
